"iso_code","location","month","population","total_cases","total_deaths","new_cases_smoothed"
"SUR","Suriname",2020-09-01,591798,4877,104,60.714
"SUR","Suriname",2020-10-01,591798,5203,111,17
"SUR","Suriname",2020-11-01,591798,5312,117,5.857
"SUR","Suriname",2020-12-01,591798,6210,122,63.857
"SUR","Suriname",2021-01-01,591798,8438,154,87.857
"SUR","Suriname",2021-02-01,591798,8929,172,48.143
"SUR","Suriname",2021-03-01,591798,9122,177,9.143
"SUR","Suriname",2021-04-01,591798,10363,204,71.429
"SUR","Suriname",2021-05-01,591798,14954,302,236.143
"SUR","Suriname",2021-06-01,591798,21732,522,273.286
"SUR","Suriname",2021-07-01,591798,25351,649,173.286
"SUR","Suriname",2021-08-01,591798,29293,721,216.714
"SUR","Suriname",2021-09-01,591798,41631,884,524.286
"SUR","Suriname",2021-10-01,591798,49019,1092,410.857
"SUR","Suriname",2021-11-01,591798,50848,1167,99
"SUR","Suriname",2021-12-01,591798,52446,1189,126.143
"SUR","Suriname",2022-01-01,591798,73769,1263,992.143
"SUR","Suriname",2022-02-01,591798,78216,1317,340.286
"SUR","Suriname",2022-03-01,591798,78487,1318,59.714
"SVK","Slovakia",2020-03-01,5449270,363,NA,NA
"SVK","Slovakia",2020-04-01,5449270,1396,23,59.857
"SVK","Slovakia",2020-05-01,5449270,1521,28,7.429
"SVK","Slovakia",2020-06-01,5449270,1667,28,11.143
"SVK","Slovakia",2020-07-01,5449270,2292,29,28.714
"SVK","Slovakia",2020-08-01,5449270,3917,33,75.714
"SVK","Slovakia",2020-09-01,5449270,10141,48,410.286
"SVK","Slovakia",2020-10-01,5449270,59823,219,2627
"SVK","Slovakia",2020-11-01,5449270,121347,839,3080.714
"SVK","Slovakia",2020-12-01,5449270,274603,2138,6496.571
"SVK","Slovakia",2021-01-01,5449270,436016,4642,6971
"SVK","Slovakia",2021-02-01,5449270,588671,7189,5624.143
"SVK","Slovakia",2021-03-01,5449270,707876,9719,5594.714
"SVK","Slovakia",2021-04-01,5449270,754078,11684,2682
"SVK","Slovakia",2021-05-01,5449270,771008,12343,1095.286
"SVK","Slovakia",2021-06-01,5449270,775011,12510,287.429
"SVK","Slovakia",2021-07-01,5449270,776444,12540,66.429
"SVK","Slovakia",2021-08-01,5449270,779767,12548,157.571
"SVK","Slovakia",2021-09-01,5449270,804372,12637,1298
"SVK","Slovakia",2021-10-01,5449270,898926,13034,5225.429
"SVK","Slovakia",2021-11-01,5449270,1170200,14418,11351.571
"SVK","Slovakia",2021-12-01,5449270,1371082,16635,11253
"SVK","Slovakia",2022-01-01,5449270,1569299,17830,15003.143
"SVK","Slovakia",2022-02-01,5449270,2119358,18485,22599.429
"SVK","Slovakia",2022-03-01,5449270,2190599,18663,15592.714
"SVN","Slovenia",2020-02-01,2078723,NA,NA,NA
"SVN","Slovenia",2020-03-01,2078723,NA,NA,NA
"SVN","Slovenia",2020-04-01,2078723,1429,91,47.857
"SVN","Slovenia",2020-05-01,2078723,1473,108,8.714
"SVN","Slovenia",2020-06-01,2078723,1600,111,9.429
"SVN","Slovenia",2020-07-01,2078723,2156,119,21.429
"SVN","Slovenia",2020-08-01,2078723,2883,133,33.714
"SVN","Slovenia",2020-09-01,2078723,5690,150,142.286
"SVN","Slovenia",2020-10-01,2078723,34307,338,1885.143
"SVN","Slovenia",2020-11-01,2078723,75814,1435,1814.143
"SVN","Slovenia",2020-12-01,2078723,122152,2697,1543
"SVN","Slovenia",2021-01-01,2078723,166473,3503,2027.857
"SVN","Slovenia",2021-02-01,2078723,190081,3836,1243.571
"SVN","Slovenia",2021-03-01,2078723,215602,4047,1002
"SVN","Slovenia",2021-04-01,2078723,240292,4250,1066.143
"SVN","Slovenia",2021-05-01,2078723,253722,4375,756.857
"SVN","Slovenia",2021-06-01,2078723,257335,4419,278.143
"SVN","Slovenia",2021-07-01,2078723,259215,4429,85.143
"SVN","Slovenia",2021-08-01,2078723,267198,4450,436.714
"SVN","Slovenia",2021-09-01,2078723,293364,4561,1045.714
"SVN","Slovenia",2021-10-01,2078723,335850,4745,2276.714
"SVN","Slovenia",2021-11-01,2078723,420898,5224,3342.286
"SVN","Slovenia",2021-12-01,2078723,464048,5589,2077
"SVN","Slovenia",2022-01-01,2078723,710821,5866,14125.429
"SVN","Slovenia",2022-02-01,2078723,892620,6307,15181.571
"SVN","Slovenia",2022-03-01,2078723,902744,6351,1830
"SWE","Sweden",2020-02-01,10160159,14,NA,NA
"SWE","Sweden",2020-03-01,10160159,4834,NA,348
"SWE","Sweden",2020-04-01,10160159,21601,2586,630.429
"SWE","Sweden",2020-05-01,10160159,38661,4395,611.429
"SWE","Sweden",2020-06-01,10160159,67924,5333,1093.143
"SWE","Sweden",2020-07-01,10160159,77076,5743,840
"SWE","Sweden",2020-08-01,10160159,84379,5821,306.857
"SWE","Sweden",2020-09-01,10160159,92863,5893,443.857
"SWE","Sweden",2020-10-01,10160159,124355,5938,1965.857
"SWE","Sweden",2020-11-01,10160159,243129,6681,5042.857
"SWE","Sweden",2020-12-01,10160159,437379,8727,6915.714
"SWE","Sweden",2021-01-01,10160159,566957,11591,7441.714
"SWE","Sweden",2021-02-01,10160159,657309,12826,3734.714
"SWE","Sweden",2021-03-01,10160159,804886,13465,5557.429
"SWE","Sweden",2021-04-01,10160159,973604,14048,6315.714
"SWE","Sweden",2021-05-01,10160159,1068473,14451,5042.857
"SWE","Sweden",2021-06-01,10160159,1089990,14629,1917.857
"SWE","Sweden",2021-07-01,10160159,1100040,14656,463
"SWE","Sweden",2021-08-01,10160159,1126813,14692,1065
"SWE","Sweden",2021-09-01,10160159,1152886,14864,1174.857
"SWE","Sweden",2021-10-01,10160159,1171512,15025,788
"SWE","Sweden",2021-11-01,10160159,1204859,15151,1757
"SWE","Sweden",2021-12-01,10160159,1314784,15310,5924.429
"SWE","Sweden",2022-01-01,10160159,2070456,15855,40921.571
"SWE","Sweden",2022-02-01,10160159,2441142,17142,37274.286
"SWE","Sweden",2022-03-01,10160159,2455966,17512,NA
"SWZ","Eswatini",2020-03-01,1172369,9,NA,NA
"SWZ","Eswatini",2020-04-01,1172369,100,NA,9.857
"SWZ","Eswatini",2020-05-01,1172369,285,2,10
"SWZ","Eswatini",2020-06-01,1172369,812,11,23.857
"SWZ","Eswatini",2020-07-01,1172369,2648,41,87.571
"SWZ","Eswatini",2020-08-01,1172369,4577,91,90.571
"SWZ","Eswatini",2020-09-01,1172369,5482,109,45.571
"SWZ","Eswatini",2020-10-01,1172369,5917,117,19.714
"SWZ","Eswatini",2020-11-01,1172369,6419,122,28.714
"SWZ","Eswatini",2020-12-01,1172369,9358,205,189.429
"SWZ","Eswatini",2021-01-01,1172369,15711,565,241.429
"SWZ","Eswatini",2021-02-01,1172369,17014,652,168.857
"SWZ","Eswatini",2021-03-01,1172369,17337,667,35.286
"SWZ","Eswatini",2021-04-01,1172369,18458,671,149.286
"SWZ","Eswatini",2021-05-01,1172369,18595,673,6.429
"SWZ","Eswatini",2021-06-01,1172369,19084,678,36.143
"SWZ","Eswatini",2021-07-01,1172369,25979,787,479.857
"SWZ","Eswatini",2021-08-01,1172369,43371,1101,761.571
"SWZ","Eswatini",2021-09-01,1172369,45924,1220,278
"SWZ","Eswatini",2021-10-01,1172369,46421,1242,43.143
"SWZ","Eswatini",2021-11-01,1172369,46656,1248,22.571
"SWZ","Eswatini",2021-12-01,1172369,66109,1303,1100.571
"SWZ","Eswatini",2022-01-01,1172369,68367,1375,268.571
"SWZ","Eswatini",2022-02-01,1172369,69160,1390,38
"SWZ","Eswatini",2022-03-01,1172369,69297,1391,24.571
"SXM","Sint Maarten (Dutch part)",2021-05-01,43421,NA,NA,NA
"SXM","Sint Maarten (Dutch part)",2021-06-01,43421,NA,NA,NA
"SXM","Sint Maarten (Dutch part)",2021-07-01,43421,NA,NA,NA
"SXM","Sint Maarten (Dutch part)",2021-08-01,43421,NA,NA,NA
"SXM","Sint Maarten (Dutch part)",2021-09-01,43421,NA,NA,NA
"SXM","Sint Maarten (Dutch part)",2021-10-01,43421,NA,NA,NA
"SXM","Sint Maarten (Dutch part)",2021-11-01,43421,NA,NA,NA
"SXM","Sint Maarten (Dutch part)",2021-12-01,43421,NA,NA,NA
"SXM","Sint Maarten (Dutch part)",2022-01-01,43421,NA,NA,NA
"SXM","Sint Maarten (Dutch part)",2022-02-01,43421,NA,NA,NA
"SYC","Seychelles",2020-03-01,98910,10,NA,NA
"SYC","Seychelles",2020-04-01,98910,11,NA,0.429
"SYC","Seychelles",2020-05-01,98910,11,NA,0
"SYC","Seychelles",2020-06-01,98910,81,NA,10
"SYC","Seychelles",2020-07-01,98910,114,NA,NA
"SYC","Seychelles",2020-08-01,98910,131,NA,1.714
"SYC","Seychelles",2020-09-01,98910,141,NA,0.571
"SYC","Seychelles",2020-10-01,98910,152,NA,0.714
"SYC","Seychelles",2020-11-01,98910,172,NA,1.571
"SYC","Seychelles",2020-12-01,98910,226,NA,3.714
"SYC","Seychelles",2021-01-01,98910,1186,NA,NA
"SYC","Seychelles",2021-02-01,98910,2592,11,81.286
"SYC","Seychelles",2021-03-01,98910,4114,20,76.857
"SYC","Seychelles",2021-04-01,98910,5838,27,117.429
"SYC","Seychelles",2021-05-01,98910,11468,40,334.857
"SYC","Seychelles",2021-06-01,98910,15671,56,168
"SYC","Seychelles",2021-07-01,98910,18328,79,117.429
"SYC","Seychelles",2021-08-01,98910,20038,102,83.143
"SYC","Seychelles",2021-09-01,98910,21473,112,98.286
"SYC","Seychelles",2021-10-01,98910,22243,119,35.429
"SYC","Seychelles",2021-11-01,98910,23417,125,59.429
"SYC","Seychelles",2021-12-01,98910,24788,134,77
"SYC","Seychelles",2022-01-01,98910,37190,154,606
"SYC","Seychelles",2022-02-01,98910,39336,163,226.857
"SYC","Seychelles",2022-03-01,98910,39427,163,31.714
"SYR","Syria",2020-03-01,18275704,10,NA,NA
"SYR","Syria",2020-04-01,18275704,43,3,2.714
"SYR","Syria",2020-05-01,18275704,122,5,9.143
"SYR","Syria",2020-06-01,18275704,279,9,9.714
"SYR","Syria",2020-07-01,18275704,757,43,22.286
"SYR","Syria",2020-08-01,18275704,2765,112,85.714
"SYR","Syria",2020-09-01,18275704,4200,200,68.286
"SYR","Syria",2020-10-01,18275704,5728,288,54.143
"SYR","Syria",2020-11-01,18275704,7887,417,84.571
"SYR","Syria",2020-12-01,18275704,11434,711,147
"SYR","Syria",2021-01-01,18275704,14048,921,100.714
"SYR","Syria",2021-02-01,18275704,15588,1027,67
"SYR","Syria",2021-03-01,18275704,18909,1265,160.571
"SYR","Syria",2021-04-01,18275704,22733,1592,147
"SYR","Syria",2021-05-01,18275704,24495,1770,117
"SYR","Syria",2021-06-01,18275704,25515,1876,43.429
"SYR","Syria",2021-07-01,18275704,25963,1914,37.714
"SYR","Syria",2021-08-01,18275704,27915,2013,114.286
"SYR","Syria",2021-09-01,18275704,34205,2247,358.143
"SYR","Syria",2021-10-01,18275704,43146,2558,366.143
"SYR","Syria",2021-11-01,18275704,48170,2749,297.714
"SYR","Syria",2021-12-01,18275704,50278,2897,110.571
"SYR","Syria",2022-01-01,18275704,51402,2989,53.286
"SYR","Syria",2022-02-01,18275704,54575,3075,138
"SYR","Syria",2022-03-01,18275704,54963,3092,107.429
"TCA","Turks and Caicos Islands",2020-03-01,39226,5,NA,NA
"TCA","Turks and Caicos Islands",2020-04-01,39226,12,NA,NA
"TCA","Turks and Caicos Islands",2020-05-01,39226,12,1,0.143
"TCA","Turks and Caicos Islands",2020-06-01,39226,41,2,3.857
"TCA","Turks and Caicos Islands",2020-07-01,39226,107,2,4.143
"TCA","Turks and Caicos Islands",2020-08-01,39226,508,4,21.143
"TCA","Turks and Caicos Islands",2020-09-01,39226,689,6,22.143
"TCA","Turks and Caicos Islands",2020-10-01,39226,703,6,2.143
"TCA","Turks and Caicos Islands",2020-11-01,39226,748,6,3.714
"TCA","Turks and Caicos Islands",2020-12-01,39226,893,6,11.857
"TCA","Turks and Caicos Islands",2021-01-01,39226,1503,9,34.571
"TCA","Turks and Caicos Islands",2021-02-01,39226,2114,14,40
"TCA","Turks and Caicos Islands",2021-03-01,39226,2329,17,13
"TCA","Turks and Caicos Islands",2021-04-01,39226,2388,17,3.714
"TCA","Turks and Caicos Islands",2021-05-01,39226,2417,17,2.429
"TCA","Turks and Caicos Islands",2021-06-01,39226,2425,18,1.286
"TCA","Turks and Caicos Islands",2021-07-01,39226,2484,18,3.143
"TCA","Turks and Caicos Islands",2021-08-01,39226,2650,20,8.571
"TCA","Turks and Caicos Islands",2021-09-01,39226,2844,23,10.571
"TCA","Turks and Caicos Islands",2021-10-01,39226,2980,23,6.857
"TCA","Turks and Caicos Islands",2021-11-01,39226,3096,24,6.429
"TCA","Turks and Caicos Islands",2021-12-01,39226,3284,26,15.857
"TCA","Turks and Caicos Islands",2022-01-01,39226,5727,34,171.571
"TCA","Turks and Caicos Islands",2022-02-01,39226,5867,36,25
"TCA","Turks and Caicos Islands",2022-03-01,39226,5867,36,3
"TCD","Chad",2020-03-01,16914985,7,NA,NA
"TCD","Chad",2020-04-01,16914985,73,NA,5.714
"TCD","Chad",2020-05-01,16914985,778,65,29.286
"TCD","Chad",2020-06-01,16914985,866,74,15
"TCD","Chad",2020-07-01,16914985,936,75,5.286
"TCD","Chad",2020-08-01,16914985,1013,77,4.571
"TCD","Chad",2020-09-01,16914985,1200,85,10.571
"TCD","Chad",2020-10-01,16914985,1483,98,12.571
"TCD","Chad",2020-11-01,16914985,1688,101,8.714
"TCD","Chad",2020-12-01,16914985,2113,104,22.143
"TCD","Chad",2021-01-01,16914985,3376,118,59.286
"TCD","Chad",2021-02-01,16914985,3973,140,29.143
"TCD","Chad",2021-03-01,16914985,4533,164,30.714
"TCD","Chad",2021-04-01,16914985,4817,170,13.286
"TCD","Chad",2021-05-01,16914985,4931,173,10.286
"TCD","Chad",2021-06-01,16914985,4951,174,1.571
"TCD","Chad",2021-07-01,16914985,4973,174,1.571
"TCD","Chad",2021-08-01,16914985,4992,174,1.143
"TCD","Chad",2021-09-01,16914985,5038,174,3.286
"TCD","Chad",2021-10-01,16914985,5069,174,2.429
"TCD","Chad",2021-11-01,16914985,5107,175,5.429
"TCD","Chad",2021-12-01,16914985,5703,181,85.143
"TCD","Chad",2022-01-01,16914985,7155,190,68.857
"TCD","Chad",2022-02-01,16914985,7255,190,11.714
"TCD","Chad",2022-03-01,16914985,7257,190,1.286
"TGO","Togo",2020-03-01,8478242,NA,NA,NA
"TGO","Togo",2020-04-01,8478242,116,9,5.143
"TGO","Togo",2020-05-01,8478242,442,13,21.286
"TGO","Togo",2020-06-01,8478242,650,14,10.571
"TGO","Togo",2020-07-01,8478242,941,19,15.143
"TGO","Togo",2020-08-01,8478242,1400,28,20.714
"TGO","Togo",2020-09-01,8478242,1784,48,16.714
"TGO","Togo",2020-10-01,8478242,2331,57,22.429
"TGO","Togo",2020-11-01,8478242,2974,64,26.714
"TGO","Togo",2020-12-01,8478242,3633,68,28
"TGO","Togo",2021-01-01,8478242,5074,77,59.571
"TGO","Togo",2021-02-01,8478242,6901,84,83.286
"TGO","Togo",2021-03-01,8478242,10249,109,157.429
"TGO","Togo",2021-04-01,8478242,12967,123,198.286
"TGO","Togo",2021-05-01,8478242,13466,125,31.857
"TGO","Togo",2021-06-01,8478242,13917,129,24
"TGO","Togo",2021-07-01,8478242,15798,152,103.714
"TGO","Togo",2021-08-01,8478242,21261,185,273.143
"TGO","Togo",2021-09-01,8478242,25429,229,224.429
"TGO","Togo",2021-10-01,8478242,26079,242,49.429
"TGO","Togo",2021-11-01,8478242,26265,243,11.286
"TGO","Togo",2021-12-01,8478242,30163,248,394
"TGO","Togo",2022-01-01,8478242,36491,268,536
"TGO","Togo",2022-02-01,8478242,36798,272,19.571
"TGO","Togo",2022-03-01,8478242,36815,272,7.286
"THA","Thailand",2020-01-01,69950844,NA,NA,NA
"THA","Thailand",2020-02-01,69950844,42,NA,1.857
"THA","Thailand",2020-03-01,69950844,1651,10,119.143
"THA","Thailand",2020-04-01,69950844,2954,54,120.286
"THA","Thailand",2020-05-01,69950844,3081,57,15.143
"THA","Thailand",2020-06-01,69950844,3171,58,5.857
"THA","Thailand",2020-07-01,69950844,3310,58,NA
"THA","Thailand",2020-08-01,69950844,3412,58,5.143
"THA","Thailand",2020-09-01,69950844,3564,59,7.143
"THA","Thailand",2020-10-01,69950844,3780,59,8.857
"THA","Thailand",2020-11-01,69950844,3998,60,11.143
"THA","Thailand",2020-12-01,69950844,6884,61,241.286
"THA","Thailand",2021-01-01,69950844,18782,77,754.571
"THA","Thailand",2021-02-01,69950844,25951,83,847.286
"THA","Thailand",2021-03-01,69950844,28863,94,160.429
"THA","Thailand",2021-04-01,69950844,65153,203,2208.143
"THA","Thailand",2021-05-01,69950844,159792,1031,4007.571
"THA","Thailand",2021-06-01,69950844,259301,2023,4394.571
"THA","Thailand",2021-07-01,69950844,597287,4857,16474.286
"THA","Thailand",2021-08-01,69950844,1204729,11589,21784.429
"THA","Thailand",2021-09-01,69950844,1603475,16727,16737.571
"THA","Thailand",2021-10-01,69950844,1912024,19205,11131.286
"THA","Thailand",2021-11-01,69950844,2115872,20771,8718.857
"THA","Thailand",2021-12-01,69950844,2223435,21698,5538
"THA","Thailand",2022-01-01,69950844,2447964,22185,9090.286
"THA","Thailand",2022-02-01,69950844,2891927,22933,22961.286
"THA","Thailand",2022-03-01,69950844,3026695,23235,23401.714
"TJK","Tajikistan",2020-05-01,9749625,3807,NA,NA
"TJK","Tajikistan",2020-06-01,9749625,5900,52,143
"TJK","Tajikistan",2020-07-01,9749625,7366,60,57.714
"TJK","Tajikistan",2020-08-01,9749625,8550,68,43.857
"TJK","Tajikistan",2020-09-01,9749625,9726,75,43.714
"TJK","Tajikistan",2020-10-01,9749625,10977,82,42
"TJK","Tajikistan",2020-11-01,9749625,12155,86,40.571
"TJK","Tajikistan",2020-12-01,9749625,13665,90,66.857
"TJK","Tajikistan",2021-01-01,9749625,13714,91,27.143
"TJK","Tajikistan",2021-02-01,9749625,13714,91,0
"TJK","Tajikistan",2021-03-01,9749625,13714,91,0
"TJK","Tajikistan",2021-04-01,9749625,13714,91,0
"TJK","Tajikistan",2021-05-01,9749625,13714,91,0
"TJK","Tajikistan",2021-06-01,9749625,13905,91,20.143
"TJK","Tajikistan",2021-07-01,9749625,15482,122,81.143
"TJK","Tajikistan",2021-08-01,9749625,17252,125,78
"TJK","Tajikistan",2021-09-01,9749625,17484,125,35
"TJK","Tajikistan",2021-10-01,9749625,17486,125,0.286
"TJK","Tajikistan",2021-11-01,9749625,17493,125,0.714
"TJK","Tajikistan",2021-12-01,9749625,17493,125,0
"TJK","Tajikistan",2022-01-01,9749625,17706,125,24.286
"TJK","Tajikistan",2022-02-01,9749625,17786,125,15.286
"TJK","Tajikistan",2022-03-01,9749625,17786,125,0
"TKL","Tokelau",2021-06-01,1368,NA,NA,NA
"TKL","Tokelau",2021-07-01,1368,NA,NA,NA
"TKL","Tokelau",2021-08-01,1368,NA,NA,NA
"TKL","Tokelau",2021-09-01,1368,NA,NA,NA
"TKL","Tokelau",2021-10-01,1368,NA,NA,NA
"TKM","Turkmenistan",2021-02-01,6117933,NA,NA,NA
"TKM","Turkmenistan",2021-03-01,6117933,NA,NA,NA
"TKM","Turkmenistan",2021-04-01,6117933,NA,NA,NA
"TKM","Turkmenistan",2021-05-01,6117933,NA,NA,NA
"TKM","Turkmenistan",2021-06-01,6117933,NA,NA,NA
"TKM","Turkmenistan",2021-07-01,6117933,NA,NA,NA
"TKM","Turkmenistan",2021-08-01,6117933,NA,NA,NA
"TLS","Timor",2020-03-01,1343875,1,NA,NA
"TLS","Timor",2020-04-01,1343875,24,NA,2.571
"TLS","Timor",2020-05-01,1343875,24,NA,0
"TLS","Timor",2020-06-01,1343875,24,NA,0
"TLS","Timor",2020-07-01,1343875,24,NA,0
"TLS","Timor",2020-08-01,1343875,27,NA,0.286
"TLS","Timor",2020-09-01,1343875,28,NA,0.143
"TLS","Timor",2020-10-01,1343875,30,NA,0.143
"TLS","Timor",2020-11-01,1343875,30,NA,0.143
"TLS","Timor",2020-12-01,1343875,44,NA,1.857
"TLS","Timor",2021-01-01,1343875,70,NA,2.286
"TLS","Timor",2021-02-01,1343875,113,NA,3.143
"TLS","Timor",2021-03-01,1343875,604,NA,33.143
"TLS","Timor",2021-04-01,1343875,2276,NA,88.429
"TLS","Timor",2021-05-01,1343875,6994,16,191.143
"TLS","Timor",2021-06-01,1343875,9222,23,192.143
"TLS","Timor",2021-07-01,1343875,10898,26,80.143
"TLS","Timor",2021-08-01,1343875,16682,67,322.857
"TLS","Timor",2021-09-01,1343875,19498,117,235
"TLS","Timor",2021-10-01,1343875,19790,122,32.429
"TLS","Timor",2021-11-01,1343875,19823,122,2.429
"TLS","Timor",2021-12-01,1343875,19837,122,0.857
"TLS","Timor",2022-01-01,1343875,19946,122,11
"TLS","Timor",2022-02-01,1343875,22693,128,178.143
"TLS","Timor",2022-03-01,1343875,22741,129,35.286
"TON","Tonga",2021-04-01,106759,NA,NA,NA
"TON","Tonga",2021-05-01,106759,NA,NA,NA
"TON","Tonga",2021-06-01,106759,NA,NA,NA
"TON","Tonga",2021-07-01,106759,NA,NA,NA
"TON","Tonga",2021-08-01,106759,NA,NA,NA
"TON","Tonga",2021-09-01,106759,NA,NA,NA
"TON","Tonga",2021-10-01,106759,NA,NA,NA
"TON","Tonga",2021-11-01,106759,1,NA,NA
"TON","Tonga",2021-12-01,106759,1,NA,0
"TON","Tonga",2022-01-01,106759,1,NA,0
"TON","Tonga",2022-02-01,106759,355,NA,23
"TON","Tonga",2022-03-01,106759,898,NA,77.571
"TTO","Trinidad and Tobago",2020-03-01,1403374,87,NA,NA
"TTO","Trinidad and Tobago",2020-04-01,1403374,116,8,4.571
"TTO","Trinidad and Tobago",2020-05-01,1403374,117,8,0.143
"TTO","Trinidad and Tobago",2020-06-01,1403374,130,8,1
"TTO","Trinidad and Tobago",2020-07-01,1403374,169,8,3.857
"TTO","Trinidad and Tobago",2020-08-01,1403374,1759,22,103.571
"TTO","Trinidad and Tobago",2020-09-01,1403374,4531,76,123.429
"TTO","Trinidad and Tobago",2020-10-01,1403374,5692,108,57.571
"TTO","Trinidad and Tobago",2020-11-01,1403374,6669,120,54.143
"TTO","Trinidad and Tobago",2020-12-01,1403374,7150,127,28.714
"TTO","Trinidad and Tobago",2021-01-01,1403374,7564,134,18.571
"TTO","Trinidad and Tobago",2021-02-01,1403374,7713,139,12.429
"TTO","Trinidad and Tobago",2021-03-01,1403374,8026,142,19.857
"TTO","Trinidad and Tobago",2021-04-01,1403374,10824,169,205.857
"TTO","Trinidad and Tobago",2021-05-01,1403374,23909,495,541.714
"TTO","Trinidad and Tobago",2021-06-01,1403374,32793,847,490.714
"TTO","Trinidad and Tobago",2021-07-01,1403374,38811,1070,228.571
"TTO","Trinidad and Tobago",2021-08-01,1403374,44847,1291,278.714
"TTO","Trinidad and Tobago",2021-09-01,1403374,50709,1482,220.714
"TTO","Trinidad and Tobago",2021-10-01,1403374,57329,1696,240.571
"TTO","Trinidad and Tobago",2021-11-01,1403374,71361,2158,626.571
"TTO","Trinidad and Tobago",2021-12-01,1403374,91899,2869,794.857
"TTO","Trinidad and Tobago",2022-01-01,1403374,111549,3404,783.429
"TTO","Trinidad and Tobago",2022-02-01,1403374,127767,3628,761.143
"TTO","Trinidad and Tobago",2022-03-01,1403374,129963,3652,522.429
"TUN","Tunisia",2020-03-01,11935764,394,NA,NA
"TUN","Tunisia",2020-04-01,11935764,994,41,40.571
"TUN","Tunisia",2020-05-01,11935764,1077,48,10.857
"TUN","Tunisia",2020-06-01,11935764,1174,50,8.857
"TUN","Tunisia",2020-07-01,11935764,1535,50,15.857
"TUN","Tunisia",2020-08-01,11935764,3803,77,130
"TUN","Tunisia",2020-09-01,11935764,18413,265,877.857
"TUN","Tunisia",2020-10-01,11935764,59813,1317,1774.857
"TUN","Tunisia",2020-11-01,11935764,96769,3260,1759.429
"TUN","Tunisia",2020-12-01,11935764,139140,4676,1769.714
"TUN","Tunisia",2021-01-01,11935764,208885,6754,2973.429
"TUN","Tunisia",2021-02-01,11935764,233277,8001,1629.857
"TUN","Tunisia",2021-03-01,11935764,254018,8812,966.286
"TUN","Tunisia",2021-04-01,11935764,309119,10722,2158
"TUN","Tunisia",2021-05-01,11935764,345474,12654,1737.429
"TUN","Tunisia",2021-06-01,11935764,420103,14959,4098.857
"TUN","Tunisia",2021-07-01,11935764,589565,19686,7900.714
"TUN","Tunisia",2021-08-01,11935764,664034,23451,3749
"TUN","Tunisia",2021-09-01,11935764,707190,24890,2805
"TUN","Tunisia",2021-10-01,11935764,712747,25241,641.286
"TUN","Tunisia",2021-11-01,11935764,717572,25373,357.143
"TUN","Tunisia",2021-12-01,11935764,726706,25569,609
"TUN","Tunisia",2022-01-01,11935764,909813,26288,9430.714
"TUN","Tunisia",2022-02-01,11935764,998230,27784,8725
"TUN","Tunisia",2022-03-01,11935764,1005167,27922,1414.429
"TUR","Turkey",2020-03-01,85042736,13531,NA,NA
"TUR","Turkey",2020-04-01,85042736,120204,3174,4558.714
"TUR","Turkey",2020-05-01,85042736,163942,4540,2497.143
"TUR","Turkey",2020-06-01,85042736,199906,5131,1432.429
"TUR","Turkey",2020-07-01,85042736,230873,5691,1348.714
"TUR","Turkey",2020-08-01,85042736,270133,6370,1491.571
"TUR","Turkey",2020-09-01,85042736,318663,8195,1678.714
"TUR","Turkey",2020-10-01,85042736,375367,10252,2226.143
"TUR","Turkey",2020-11-01,85042736,638847,13746,26473.143
"TUR","Turkey",2020-12-01,85042736,2208652,20881,NA
"TUR","Turkey",2021-01-01,85042736,2477463,25993,14657.143
"TUR","Turkey",2021-02-01,85042736,2701588,28569,9023.714
"TUR","Turkey",2021-03-01,85042736,3317182,31537,32271.429
"TUR","Turkey",2021-04-01,85042736,4820591,40131,60266.286
"TUR","Turkey",2021-05-01,85042736,5249404,47527,36856
"TUR","Turkey",2021-06-01,85042736,5425652,49732,7590.143
"TUR","Turkey",2021-07-01,85042736,5727045,51332,19952.429
"TUR","Turkey",2021-08-01,85042736,6388331,56710,24819.571
"TUR","Turkey",2021-09-01,85042736,7154070,64054,27681.857
"TUR","Turkey",2021-10-01,85042736,8032988,70611,30584.143
"TUR","Turkey",2021-11-01,85042736,8795588,76842,28384.429
"TUR","Turkey",2021-12-01,85042736,9482550,82361,30862
"TUR","Turkey",2022-01-01,85042736,11619882,87416,86532.857
"TUR","Turkey",2022-02-01,85042736,14089456,94445,103375.429
"TUR","Turkey",2022-03-01,85042736,14326217,95379,67680
"TUV","Tuvalu",2021-04-01,11925,NA,NA,NA
"TUV","Tuvalu",2021-05-01,11925,NA,NA,NA
"TUV","Tuvalu",2021-06-01,11925,NA,NA,NA
"TUV","Tuvalu",2021-07-01,11925,NA,NA,NA
"TUV","Tuvalu",2021-08-01,11925,NA,NA,NA
"TUV","Tuvalu",2021-09-01,11925,NA,NA,NA
"TUV","Tuvalu",2021-10-01,11925,NA,NA,NA
"TWN","Taiwan",2020-01-01,23855008,NA,NA,NA
"TWN","Taiwan",2020-02-01,23855008,39,NA,1.857
"TWN","Taiwan",2020-03-01,23855008,322,5,20.571
"TWN","Taiwan",2020-04-01,23855008,429,6,13.429
"TWN","Taiwan",2020-05-01,23855008,442,7,1.571
"TWN","Taiwan",2020-06-01,23855008,447,7,0.429
"TWN","Taiwan",2020-07-01,23855008,467,7,2.286
"TWN","Taiwan",2020-08-01,23855008,488,7,NA
"TWN","Taiwan",2020-09-01,23855008,514,7,1.429
"TWN","Taiwan",2020-10-01,23855008,555,7,2.429
